content,label,tokens
要了解反渗透法除盐原理先要了解渗透的概念,0.0,"['要', '了解', '反渗透', '法除', '盐', '原理', '先', '要', '了解', '渗透', '的', '概念']"
在纤维素类膜中最广泛使用的是醋酸纤维素膜,0.0,"['在', '纤维素', '类膜', '中', '最', '广泛', '使用', '的', '是', '醋酸纤维', '素膜']"
非纤维素类膜以芳香聚酰胺为主要品种其他还,0.0,"['非', '纤维素', '类膜', '以', '芳香', '聚酰胺', '为', '主要', '品种', '其他', '还']"
反渗透膜的分离机理是什么,1.0,"['反渗透膜', '的', '分离', '机理', '是', '什么']"
反渗透膜是属于一种压力推动的膜滤方法所用,0.0,"['反渗透膜', '是', '属于', '一种', '压力', '推动', '的', '膜', '滤', '方法', '所用']"
半透膜是指只能通过溶液中某种组分的膜对水,0.0,"['半透膜', '是', '指', '只能', '通过', '溶液', '中', '某种', '组分', '的', '膜', '对', '水']"
一种解释认为这是筛除作用即膜孔介于水分子,0.0,"['一种', '解释', '认为', '这是', '筛除', '作用', '即膜', '孔', '介于', '水分子']"
膜分离器有哪些形式它应具备哪些条件,1.0,"['膜', '分离器', '有', '哪些', '形式', '它', '应', '具备', '哪些', '条件']"
工业应用中通常需要较大面积的膜安装膜的最,0.0,"['工业', '应用', '中', '通常', '需要', '较大', '面积', '的', '膜', '安装', '膜', '的', '最']"
板框式膜组件的形式怎样,1.0,"['板框', '式', '膜', '组件', '的', '形式', '怎样']"
板框式膜组件是模分离历史上最早问世的一种,0.0,"['板框', '式', '膜', '组件', '是模', '分离', '历史', '上', '最早', '问世', '的', '一种']"
系紧螺栓式系紧螺栓式膜组件是先由圆形承压,0.0,"['系紧', '螺栓', '式', '系紧', '螺栓', '式', '膜', '组件', '是', '先', '由', '圆形', '承压']"
耐压容器式耐压容器式膜组件主要是把多层脱,0.0,"['耐压', '容器', '式', '耐压', '容器', '式', '膜', '组件', '主要', '是', '把', '多层', '脱']"
圆管式膜组件的结构怎样,1.0,"['圆', '管式', '膜', '组件', '的', '结构', '怎样']"
圆管式膜组件其结构主要是把膜和支撑体均制,0.0,"['圆', '管式', '膜', '组件', '其', '结构', '主要', '是', '把', '膜', '和', '支撑', '体均制']"
内压型单管式其中膜管是以被裹以尼龙布滤纸,0.0,"['内', '压型', '单管', '式', '其中', '膜', '管', '是', '以', '被', '裹', '以', '尼龙布', '滤纸']"
内压型管束式这是在多孔性耐压管内壁上直接,0.0,"['内', '压型', '管束', '式', '这', '是', '在', '多孔性', '耐压', '管内', '壁上', '直接']"
螺旋卷式膜组件是怎样的一种结构,1.0,"['螺旋', '卷式', '膜', '组件', '是', '怎样', '的', '一种', '结构']"
螺旋卷式膜组件又称卷式膜组件是由美国于年,0.0,"['螺旋', '卷式', '膜', '组件', '又称', '卷式', '膜', '组件', '是', '由', '美国', '于', '年']"
螺旋卷式膜组件的结构是由中间为多孔支撑材,0.0,"['螺旋', '卷式', '膜', '组件', '的', '结构', '是', '由', '中间', '为', '多孔', '支撑', '材']"
中空纤维式膜组件的结构怎样,1.0,"['中空', '纤维', '式', '膜', '组件', '的', '结构', '怎样']"
中空纤维式膜是一种极细的空心膜管它本身不,0.0,"['中空', '纤维', '式', '膜', '是', '一种', '极细', '的', '空心', '膜', '管', '它', '本身', '不']"
中空纤维膜组件的组装是把大量有时是几十万,0.0,"['中空', '纤维', '膜', '组件', '的', '组装', '是', '把', '大量', '有时', '是', '几十万']"
中空纤维式装置的主要优点是单位体积内的有,0.0,"['中空', '纤维', '式', '装置', '的', '主要', '优点', '是', '单位', '体积', '内', '的', '有']"
各类膜分离器有哪些优缺点其特性如何,1.0,"['各类', '膜', '分离器', '有', '哪些', '优缺点', '其', '特性', '如何']"
对反渗透膜性能有何要求醋酸纤维素膜与聚酰胺复合膜的性能如何,1.0,"['对', '反渗透膜', '性能', '有何', '要求', '醋酸纤维', '素膜', '与', '聚酰胺', '复合膜', '的', '性能', '如何']"
醋酸纤维素膜是最先发展起来的反渗透膜但由,0.0,"['醋酸纤维', '素膜', '是', '最先', '发展', '起来', '的', '反渗透膜', '但', '由']"
为什么反渗透膜的性能会下降如何处理,1.0,"['为什么', '反渗透膜', '的', '性能', '会', '下降', '如何', '处理']"
反渗透膜的性能下降主要原因是由于膜表面受,0.0,"['反渗透膜', '的', '性能', '下降', '主要', '原因', '是', '由于', '膜', '表面', '受']"
反渗透膜的清洗处理是一个细致而又烦杂的工,0.0,"['反渗透膜', '的', '清洗', '处理', '是', '一个', '细致', '而', '又', '烦杂', '的', '工']"
处理的方法是定期用甲醛溶液或质量浓度的新,0.0,"['处理', '的', '方法', '是', '定期', '用', '甲醛', '溶液', '或', '质量', '浓度', '的', '新']"
反渗透技术有什么用途,1.0,"['反渗透', '技术', '有', '什么', '用途']"
反渗透技术通常用于海水苦咸水的淡化水的软,0.0,"['反渗透', '技术', '通常', '用于', '海水', '苦咸水', '的', '淡化', '水', '的', '软']"
反渗透的透水率除盐率回收水率如何计算,1.0,"['反渗透', '的', '透水', '率除', '盐率', '回收', '水率', '如何', '计算']"
反渗透处理有哪些组合形式,1.0,"['反渗透', '处理', '有', '哪些', '组合', '形式']"
多级串联处理当水源水中含盐量较高同进对反,0.0,"['多级', '串联', '处理', '当', '水源', '水中', '含盐量', '较', '高', '同进', '对', '反']"
多级组合处理当水源水中含盐量不太高时为了,0.0,"['多级', '组合', '处理', '当', '水源', '水中', '含盐量', '不太高时', '为了']"
带中间升压泵的三段连接方式在水源特别缺乏,0.0,"['带', '中间', '升压', '泵', '的', '三段', '连接', '方式', '在', '水源', '特别', '缺乏']"
各种反渗透膜的主要功能有什么不同,1.0,"['各种', '反渗透膜', '的', '主要', '功能', '有', '什么', '不同']"
反渗透膜受到污染的原因是什么有什么特征,1.0,"['反渗透膜', '受到', '污染', '的', '原因', '是', '什么', '有', '什么', '特征']"
反渗透膜受到污染的主要原因是由金属氧化物,0.0,"['反渗透膜', '受到', '污染', '的', '主要', '原因', '是', '由', '金属', '氧化物']"
反渗透离子交换联合除盐处理有何优点,1.0,"['反渗透', '离子交换', '联合', '除盐', '处理', '有何', '优点']"
反渗透离子交换联合处理方式可以降低水源水,0.0,"['反渗透', '离子交换', '联合', '处理', '方式', '可以', '降低', '水源', '水']"
以反渗透离子交换生产除盐水其经济效益如何,1.0,"['以', '反渗透', '离子交换', '生产', '除', '盐水', '其', '经济效益', '如何']"
世纪年代发展起来的反渗透膜技术已为世人所,0.0,"['世纪', '年代', '发展', '起来', '的', '反渗透膜', '技术', '已', '为', '世人', '所']"
该厂以地下水为水源井水含盐量高达左右过去,0.0,"['该厂', '以', '地下水', '为', '水源', '井水', '含盐量', '高', '达', '左右', '过去']"
增加的反渗透顶除盐系统采用的两套排列螺旋,0.0,"['增加', '的', '反渗透', '顶除', '盐', '系统', '采用', '的', '两套', '排列', '螺旋']"
从上表中可以看出反渗透装置投用后年节约价,0.0,"['从', '上表', '中', '可以', '看出', '反渗透', '装置', '投用', '后', '年', '节约', '价']"
反渗透装置的运行要注意哪些事项,1.0,"['反渗透', '装置', '的', '运行', '要', '注意', '哪些', '事项']"
当注入的次氯酸钠量不足而使给水中的游离氯,0.0,"['当', '注入', '的', '次氯酸钠', '量', '不足', '而', '使', '给', '水中', '的', '游离', '氯']"
过量的给水流量将使膜组件提前劣化因此给水,0.0,"['过量', '的', '给', '水流量', '将', '使', '膜', '组件', '提前', '劣化', '因此', '给水']"
需经常注意精密过滤器的压差出现压差急剧上,0.0,"['需', '经常', '注意', '精密', '过滤器', '的', '压差', '出现', '压差', '急剧', '上']"
当反渗透装置入品和出口的压差超过标准时说,0.0,"['当', '反渗透', '装置', '入品', '和', '出口', '的', '压差', '超过', '标准', '时说']"
在夏天给水温度高产水的流量就过多有时不得,0.0,"['在', '夏天', '给水', '温度', '高产', '水', '的', '流量', '就', '过', '多', '有时', '不得']"
为什么反渗透装置的产水量会下降如何处理,1.0,"['为什么', '反渗透', '装置', '的', '产水量', '会', '下降', '如何', '处理']"
当在以上回收率条件下运转时浓水的水量就减,0.0,"['当', '在', '以上', '回收率', '条件', '下', '运转', '时', '浓水', '的', '水量', '就', '减']"
如何对反渗透膜进行化学清洗,1.0,"['如何', '对', '反渗透膜', '进行', '化学', '清洗']"
当校正过的淡水流量与最初运行压紧发生之后,0.0,"['当', '校正', '过', '的', '淡水', '流量', '与', '最初', '运行', '压紧', '发生', '之后']"
反冲洗对于防止大颗粒对某些形式反渗透膜件,0.0,"['反', '冲洗', '对于', '防止', '大', '颗粒', '对', '某些', '形式', '反渗透膜', '件']"
化学清洗系统通常包括一台化学混合箱和与之,0.0,"['化学', '清洗', '系统', '通常', '包括', '一台', '化学', '混合', '箱', '和', '与', '之']"
化学清洗所用的药剂和方法需根据污染源来决,0.0,"['化学', '清洗', '所用', '的', '药剂', '和', '方法', '需', '根据', '污染源', '来决']"
系统若停用天以上最好用甲醛冲洗后再投用如,0.0,"['系统', '若', '停用', '天', '以上', '最好', '用', '甲醛', '冲洗', '后', '再', '投用', '如']"
如何防止反渗透系统出现浓差极化现象,1.0,"['如何', '防止', '反渗透', '系统', '出现', '浓差', '极化', '现象']"
反渗透膜表面上被溶质或其他被截留物质形成,0.0,"['反渗透膜', '表面', '上', '被', '溶质', '或', '其他', '被', '截留', '物质', '形成']"
填料法如将的小球放入被处理的液体中令其共,0.0,"['填料', '法如', '将', '的', '小球', '放入', '被', '处理', '的', '液体', '中令', '其', '共']"
装设湍流促进器所谓湍流促进器一般是指可强,0.0,"['装设', '湍流', '促进', '器', '所谓', '湍流', '促进', '器', '一般', '是', '指可强']"
脉冲法主要作法是在流程中增设一脉冲发生装,0.0,"['脉冲', '法', '主要', '作法', '是', '在', '流程', '中', '增设', '一', '脉冲', '发生', '装']"
搅拌法是目前应用广泛特别是在测试装置中必,0.0,"['搅拌', '法是', '目前', '应用', '广泛', '特别', '是', '在', '测试', '装置', '中必']"
加分散阻垢剂为防止反渗透膜结垢某厂过去曾,0.0,"['加', '分散', '阻垢剂', '为', '防止', '反渗透膜', '结垢', '某厂', '过去', '曾']"
为什么说给水处理对反渗透的安全运行至关重要,1.0,"['为什么', '说', '给水', '处理', '对', '反渗透', '的', '安全', '运行', '至关重要']"
因为给水的原水地表水或地下水都含一些可溶,0.0,"['因为', '给水', '的', '原水', '地表水', '或', '地下水', '都', '含', '一些', '可溶']"
由于反渗透膜的材质不同使其有不同的化学稳,0.0,"['由于', '反渗透膜', '的', '材质', '不同', '使', '其', '有', '不同', '的', '化学', '稳']"
超过滤与反渗透有何区别,1.0,"['超过滤', '与', '反渗透', '有何', '区别']"
超过滤是利用一种压力活性膜除去水中的胶体,0.0,"['超过滤', '是', '利用', '一种', '压力', '活性', '膜', '除去', '水中', '的', '胶体']"
由于胶体物质和相对分子质量大的物质的渗透,0.0,"['由于', '胶体', '物质', '和', '相对', '分子', '质量', '大', '的', '物质', '的', '渗透']"
超滤膜污染后如何清洗,1.0,"['超滤膜', '污染', '后', '如何', '清洗']"
超滤膜的污染是指水中的微粒胶体粒子或溶质,0.0,"['超滤膜', '的', '污染', '是', '指', '水中', '的', '微粒', '胶体', '粒子', '或', '溶质']"
物理清洗法最常用的是水力冲洗水力冲洗又分,0.0,"['物理', '清洗', '法', '最', '常用', '的', '是', '水力', '冲洗', '水力', '冲洗', '又', '分']"
生物酶制剂如胃蛋白酶胰蛋白酶等对去除蛋白,0.0,"['生物', '酶制剂', '如', '胃蛋白酶', '胰蛋白酶', '等', '对', '去除', '蛋白']"
什么是纳滤,1.0,"['什么', '是', '纳滤']"
纳滤是其分离膜具有纳米级的孔径的分子级分,0.0,"['纳滤', '是', '其', '分离', '膜', '具有', '纳米级', '的', '孔径', '的', '分子', '级分']"
纳滤膜与其他分离膜的分离性能比较它恰好填,0.0,"['纳', '滤膜', '与', '其他', '分离', '膜', '的', '分离', '性能', '比较', '它', '恰好', '填']"
纳滤类似于反渗透与超过滤均属压力驱动型膜,0.0,"['纳滤', '类似', '于', '反渗透', '与', '超过滤', '均', '属', '压力', '驱动', '型', '膜']"
由于无机盐能透过纳滤膜使其渗透压远比反渗,0.0,"['由于', '无机盐', '能', '透过', '纳', '滤膜', '使', '其', '渗透压', '远比', '反渗']"
纳滤膜材料基本上和反渗透材料相同主要有醋,0.0,"['纳', '滤膜', '材料', '基本上', '和', '反渗透', '材料', '相同', '主要', '有', '醋']"
纳滤膜有何特点,1.0,"['纳', '滤膜', '有何', '特点']"
纳滤膜的一个很大特征是膜本体带有电荷这是,0.0,"['纳', '滤膜', '的', '一个', '很大', '特征', '是', '膜', '本体', '带有', '电荷', '这是']"
什么是移动床除盐处理,1.0,"['什么', '是', '移动', '床除', '盐', '处理']"
在除盐的过程中定期地排出一部分已经失效的,0.0,"['在', '除', '盐', '的', '过程', '中', '定期', '地', '排出', '一部分', '已经', '失效', '的']"
移动床克服了固定床体积大树脂用量多的缺点,0.0,"['移动', '床', '克服', '了', '固定床', '体积', '大', '树脂', '用量', '多', '的', '缺点']"
